id,user_name,user_rating,user_review
2,943rons,5,"Classic steakhouse with a wide range of appetizers, salads, steaks, fish and seafood.  Very nice service, wines, and the sort of prices that you would expect.  I enjoyed it very much, but was happy that I was not paying for it.  I had the salmon,..."
2,stevemT7463DI,5,Went here for a small family celebration and was delighted with the experience. We elected to dine outside so I can't speak to the restaurant itself but the dining experience was first class and the food was outstanding.
2,KevinS625,5,From our first experience dining at Benjamin Steakhouse Prime we understood it was the “Best Steakhouse Ever”. After dinning there on every visit to NYC from Boston we always left feeling the same way! It’s the best steakhouse in NYC. I’ve been to them all....
2,Ruthmahon10,5,The best Streak we have ever eaten! Absolutely fantastic food & Even better service. The Manager Bruno makes the place what it is! We can not wait to return next year.
2,anna z,4,"Classic New York Steakhouse- high energy, noisy, delicious food and excellent service. We love the original Benjamins  Steakhouse but had never been to Prime- the Benjamin group does it right."
2,Thomas N,4,"Had filet and some sides.  Very, very good. Not as heavy a price as other steak houses.  Clean, efficient, and I felt that I for what I paid I was more than happy.  Steak was very, very good.  Service was sprite.  Menu was big enough..."
2,Getitupye,5,"Fantastic setting for an original New York steak dinner experience 
Service was faultless with attentive waiter service
Meal was superb"
2,Kathimiami1,5,This was an amazing culinary experience!  Not often you get superb service and excellent food!  Everything was perfect.  Our server Grant was the very best!!  Highly recommend!
2,elaineontheroad,3,"Made a reservation here easily but arrived at the other Benjamin Steak House in error. Check your address carefully when ordering your Uber. 

The food was great - salads, scallops, sides and bone in rib eye- all great. I had the cheesecake which was just..."
2,Bordeauxonmymind,5,"After a long day of business, we needed a quality meal to end the day. Read the reviews for Prime and they were accurate. As soon as we walked in the attentiveness for our coat check and seating arrangements was a sign of good things..."
2,PJRibadeneira,5,"We are huge meat lovers so, everytime we visit a city, we try to eat at the best Steakhouses in each town. If you also love meat, then you should stop at Benjamin Prime (the upscale version of the Benjamin Steakhouses). Great wine selection, fantastic..."
2,StephenCr0ss,5,Nice ambiance and good service. Food was really good and wine list extensive. It’s pricy even better NY standard. But worth it!
2,damejac,5,"A absolute “MUST” if you are a lover of fine steak & excellent service.  Extensive wine list, excellent choice of both steaks & sides not to mention desserts.
This restaurant was recommended by our hotel The Avalon when we requested a fine dining 1st class..."
2,localfolkhero,5,"Been here once before and wanted to bring my family here because it’s one of the top 3 steaks I’ve had. So was hoping I was going to get a consistent experience. 

Ordered the bone in ribeye and porterhouse for two to share with the..."
2,Jadecat,4,"We ate here on a recent visit to NYC on the recommendation of our concierge. The service was great, the Benjamin Soup we had as a starter (a vegetable soup) was wonderful and the steaks were huge, perfectly cooked and delicious. We didn’t have room..."
2,513traceyb,4,"Interesting place was a great meal we ate off the menu not the Christmas one. Great food, service was good just don’t expect any personality or anyone making you feel welcome who is serving in the restaurant. Rolling of the eyes on how my husband..."
2,koe60,5,"True to it's heritage, Benjamin's is a great high end steakhouse. The dry aged beef is excellent, butchered perfectly and cooked to perfection. My 20oz bone-in ribeye was one of the most tender and melt in your mouth ribeyes I have ever had. I have..."
2,KevinS625,5,"Benjamin Steakhouse Prime is simply the best steakhouse in NYC hands down. We have dined here on several occasions and each time the food, service, and entire dining experience is always outstanding. 
Special thanks to our server Rick and his assistant Ernest for great service...."
2,NikkiJ455,2,"We waited nearly an hour between starter and main. When main arrived, fillet steak was overly charred and dry. Asked for a peppercorn sauce to relieve the challenge of swallowing dry meat, but unfortunately took 10 minutes to arrive. Steak fries A bit over-done. At..."
2,NigelG407,3,"I asked the hotel I was staying at to find me an exceptional steak restaurant. The made me a reservation here.

Prawn starter was excellent with Jumbo prawns. 

I had to wait a while despite having a reservation. Restaurant seemed very crowded but it was..."
2,blanconieveM,5,"This was an amazing place for dinner, the steak was great and the swordfish was amazing!  Thanks to the Ritin, our concierge from the NoMo SoHo, we decided to venture to the Benjamin Prime and not to Peter Luger - which is where we had..."
2,Domenico I,3,Everything was very fast. We came with the idea to eat a porterhouse but ended up with a special tomahawk... a mistake...
2,Eric F,4,"The filet was good, but not the best we had on our trip.  The sides and desert were also good, but nothing special"
2,boooche,5,We came here on the recommendation of the concierge at the Four Seasons (thank you Emmanuel).  We were not disappointed.  The service was impeccable.  The food arrived timely and was delicious. We would have lingered if we didn't have a show to go to.
2,mattwestyorks,5,"Booked meal on same day, exceeded all expectations. We both had fillet steak with lobster mac n cheese and home fries side, all of which was cooked to perfection and extremely tasty. Impeccable service from start to finish. Be careful on the wine list if..."
2,btandwn,5,"An excellent upperclass steak house: good service, superb food, nice ambiance (it is a little dark though)."
2,Ellen C,5,"My husband and I ate at Benjamin Steakhouse Prime on Friday, September 27, 2019.

We enjoyed a drink at their beautiful bar and were then seated to a very nice
table off to the side to celebrate our 32nd wedding anniversary. This restaurant 
is beautiful..."
2,OGSWAN,5,"Came here for lunch and the pri-fixe is worth the price.
Very economical and great selection.
Cosmos were quirt delish as well"
2,366philr,5,"Myself and two work colleagues went for dinner on a recommendation and I’m so glad we did. Service was impeccable and the food exquisite. Three different steaks cooked to perfection, amazing cuts and brilliant side dishes.  Would thoroughly recommend a visit to this restaurant."
2,AtParallel40,5,"Visited Benjamin for Restaurant week and was amazed at the quantity and quality of our lunch. My husband had the restaurant week special and I had the prix-fixe lunch (at 39.99 a great deal) Ir Petite sirloin was anything but small, served with green beans..."
2,NorCalCMR,5,"Business dinner in a private room for a reasonably large party, about 20.  Steak and seafood were perfectly cooked and beautifully presented.  Service was attentive but not cloying.  Great wine list.  You can’t go wrong and this restaurant."
2,DellaK1,5,"We wanted a special place to celebrate our 40th anniversary while in New York. The atmosphere was beautiful and relaxed. The wait staff was exceptional and not intrusive. They paid attention to us like we were their only table, though the tables within our view..."
2,carbopro,4,"Walking distance from National Library. 
There are two restaurants which located close to each other. It’s not even 6pm on weekday, one of them already full house. The staff is very kind and walk me to their other outlet. 
They have a full list of..."
2,Matvl,3,"Popped in for a Prix Fixe lunch which is pretty good value at 3 courses for $40. Service from the host was great; though very frantic and a quite rushed from other staff.

Steaks were very good; sides were fine. 

Bit odd that a steak..."
2,GlennR,5,"Benjamin's is your typical big city steakhouse. Dark paneling, high ceilings, classic design, elegant atmosphere. The food and service are outstanding."
2,PJRibadeneira,5,"Whenever you're in Midtown or around Times Square and you're in the mood for the meal of your lifetime, you MUST stop at this premium steakhouse. Their Porter House is really to die for! Beautiful ambiance, fantastic music, excellent service."
2,TammyP38,5,"Benjamin Steakhouse has one of the best steaks we have ever eaten.  We ordered the steak for 2 and it came to the table cooked to perfection especially for 2 people that do not eat their steak at the same temperature.  Ricky, our waiter, cut..."
2,FrankRugg,4,"I've had the privilege to done at both Benjamin's Prime and Keen's.  Both quality with slightly diff menu options and dramatically diff interiors.  At this level and cost, I'll be picky.  Bread Not better than standard and not to level of std quality bakery.  Cesear..."
2,foodieJamin,5,"This was our first night in NYC but we had booked Benjamin's well ahead of our trip. We ordered Porterhouse for 2 and my daughter had the fillet. Utterly amazing. I wish Porterhouse was on more UK menus, but sadly it isn't. Very nice waiter..."
2,Hope B,5,"We went to New York city for Chrismas 2018, Made reservations for (4) with Benjamin Prime Stake house. We checked our coats. Matrade sat us at a beautiful table, for an appetizer we ordered the seafood combo that my wife saw on the way to..."
2,GlobeTreker317,4,"Had a lunch meet up with our friends from the Philippines & their friends here in the NYC area. Being that it was Good Friday, we all opted for their excellently grilled Norwegian Salmon. Deserts pecan pie and cheese cake were also delicious. Their price..."
2,574mikaelt,4,We where a group of 12 and we were nicely welcomed. Several waiters around us with fast awareness. A bit hard to talk to each other since it´s very noisy from other guests but I have noticed it´s very common in New York. Reasonable prices...
2,morielm2018,5,We stayed in NYC for a short visit and wanted to have good steaks. Instead - we hade THE BEST. So we’re also the creamy spinach and baked potato. Incredible Porterhouse stake which we thought we shall never manage to finish. But we did...at the...
2,Adam C,5,"We had booked a private room as we were a big group. The service was excellent and the food amazing, although the well-done order on the meat had been a little too-well done!"
2,SiriusSkier23,5,"This is a very good steakhouse. We did the whole steaks for two, lobsters and at least 10 different sides. All of it was very good. Service is attentive. It is a loud place for Wall Street types who want to eat steak and tie..."
2,248granitr,5,"I have been at Benjamin Prime many times they never disappoint you, top quality food with a top notch service. crab-cake and Filet Tartar were delicious and of course the Bone In Ribeye the best i ever had, everything was superb. And of course I..."
2,fnisenfeld,5,"we take a xmas trip to nyc every year .we do shows,opera,museums,shopping and of course dining.this year we celebrated our son's engagement at benjamin prime on e 40th st. we wanted a steakhouse and actually i picked this one of which i had never heard..."
2,jam0075,2,Clearly in more of a hurry to get food on the table than to do it right. The steak was black on the outside and raw in the middle. Service with a grimace but a lot of love for regulars who got hugs and kisses....
2,Michelle W,5,"First time to New York, several people recommended this restaurant.  Made reservations for Christmas Dinner, this place was amazing best steak my family has ever had and the service was great.  If you are ever in New York definitely have dinner at Benjamin Steakhouse Prime."
2,Pandora_is_Eve,3,"This restaurant is sister/brother to Benjamin's Steakhouse on 41st street. One of my colleague's said you can walk through one to get to the other. This side is much quieter and therefore is more amenable to having a conversation without having to yell. 
The food..."
2,HiddenGem22,3,"Steak is always better with friends. 

We are a large group that get together quite frequently for steak. This place had wonderful service. The staff were friendly, accommodating and knowledgeable. 

The sides were all delicious and the bacon for starter was to diiieeee for! I’d..."
2,Unt0uchable,5,"This place is one of the best steakhouses I have been to. Quick service, reasonably priced. I thoroughly recommend the bone in prime rib."
2,BlueAnto,5,Awesome food - Great service and fantastic ambience. At first I felt a little cramped for space but the other three key things I highlights made up for this. The Yanks sure know how to serve up a great meal.
2,Cloud_Matt,3,"This is a top quality steak restaurant. That said there are many others in New York, and this place just doesn’t differentiate itself. So, good is good, service is good, in fact it’s all good, but it is very expensive, so I wanted it to..."
2,DownunderBob,4,"Recommended by our hotel concierge Benjamin’s is a very pleasing  restaurant , tables are close but the high ceilings makes it feel spacious and relaxing . 
We ordered the steak for 2 @ $110 with sides of mash and cauliflower gratin  . The steak was..."
2,b y,4,"we were a bit disorganised for christmas dinner this year and, after scrambling around on Christmas eve, we were very fortunately to get a table at Benjamin Prime which had a fantastic rating (4.6) and we loved the look of the christmas menu.  

I have..."
2,browns_1950,5,After a long day of seeing the sights on Christmas Eve we were not dressed for dinner as formally as most of the other patrons were. We just stopped in to eat. Much to the relief of the girl greeting the guests we did not...
2,BAKreiter,5,In NYC over Christmas and made reservations for this restaurant after some research. We are so glad we did. Everything was fantastic. We got there a few minutes before our 830pm reservation so we just grabbed a drink at the bar. We didnt wait long...
2,Bruce C,1,"We had an 8:15pm reservation. The maitre’d said our table would be ready in a few minutes. I asked how long a few minutes is, and she said my manager won’t let me say. A few minutes turned out to be an hour. We left."
2,IlanB955,1,We reserved a place for 8pm on a Wednesday to celebrate our last day in New York. We have arrived 15min ahead of time and registered with the host. Saying our table will be ready shortly. 45 min later and only after I asked to...
2,Patrick K,5,"The food,service, and atmosphere are top notch with so many fantastic menu items. This is a business casual upscale restaurant in a beautiful area of NYC. Famous for their “prime” steaks but offering fish choices as well. I will return every time I am back..."
2,troyv658,5,Decided to give this a go after going to Benjamins. Well it really is good; a fantastic restaurant and extremely busy bar. Sat down with a beautiful corner table so we had all the room in the world which is what I like. Decided to...
2,028_art,5,"Excellent place to eat.
Very nice ambiance, excellent meat dishes ( plate for 2 enough for 3 ), very good service, large variety of wine ..... 
Need a reservation, most of the time very full but worth it ."
2,AustinnBoston,5,"Not to be confused with Benjamin one block up but eventually went to correct location for lunch with UK colleagues. The atmosphere is clean and bright and the place was full. We ordered shrimp cocktails, caprese salad and bacon for appetizers. All were good but..."
2,FrancisLovesTravel,4,"Filet mignon was delish, and so were the side bacon and salad appetizers. My friend wanted to have fish and so we tried a bottle of white. Choices could be improved in the 
Sauvignon blank menu section (her favorite - and since it was her..."
2,chappersd,5,Please note this is not a cheap restaurant nor is it value for money but it is the best experience and not just the food quality I have yet to experience in the USA. Very attentive staff who will look after you. I had the...
2,Timothy K,5,"We had our wedding reception here this past weekend, and the Benjamin Prime staff knocked it out of the park!  The food, ambience, and servers were amazing!  Many guests have commented that this was the best meal they've ever had at a wedding.  From hor..."
2,Rondelafuente,5,"So one 2 of my beat buddies in nyc insisted we have ‘meat, lots of meat’, no vegetarian for these industry veterans, and they took mr to Benjamin Prime. No starters we jumped straight into a 3 person porterhouse which was just amazing. The half..."
2,Shamirraanan,5,"There are many steakhouses in New York but this one is definitely one of the best. Great soups (onion. Lobster), high quality meat and great service."
2,lisajsmith2205,5,"We visited for my husbands birthday on recommendation & were not disappointed.
Amazing food! Classy ambience & great service."
2,jgmshine,4,"The restaurant is classy and sophisticated.  The service was excellent.  However, it is advertised as being one of the best steakhouses in the country and I am afraid it doesn't meet up to those expectations.  We were hungry, shared the 28 oz. porterhouse (bone in)..."
2,JordanPass,5,Unbelievably good steak. Great selection of cuts and meats available. Impeccable wine list to accompany any choice of meal. Attentive and knowledgeable staff. This place is definitely worth a visit.
2,tjocCanada,5,We visited on a Saturday night with a group of 8. Be aware that there is a Benjamin’s Steakhouse and there is a Benjamin’s Steakhouse Prime. The first one 41st and the second on 40th. Our concierge booked us at one and gave us the...
2,997macb,5,"The best steak ever! Do not even look for another place. This is IT! 
You will love it. Just great, great."
2,newlighttravl,5,Recently went to Benjamin Prime in Westchester Ny. for my Anniversary...The service was incredibly and the food was even better...I ordered the 16 oz. ribeye bone in. My wife had the surf and turf..My order was grilled to perfection.My wife loved her dinner too. I...
2,Rosgriffin,5,"What a delight!  We have gone to their sister restaurant around the corner and have always enjoyed our meal.  This is a new Benjamin's and I highly recommend it.  Service was professional, friendly, accurate, and timely.  We were immediately seated and served.  They have a..."
2,Emma H,5,"Amazing evening tonight . Fabulous food ... my husband who is a steak lover said the wagyu steak was the best steak he has ever eaten . And my scallop starter was melt in your mouth !
Our waiter Grant was amazing , recommended the..."
2,Amir S,5,"Had an early dinner, kept it simple rib eye steak, baked potato and a glass of wine. The steak was amazing, full of taste and exactly medium as requested. The potato was simple and good and the wine delicious. Staff was very attentive and pleasant...."
2,Sarah C,5,There are great meals and great experiences and Benjamin Prime delivers both! Christian was attentive without being overbearing and always ready to help with his suggestions. The wagyu beef and side veggies were incredible. This steakhouse is one of the best in the city...and a...
2,georgekC800QK,5,"Benjamin Steakhouse Prime on 40th Street in Manhattan is the best steakhouse in NYC.
Recently visited the establishment and was very impressed with the experience.
The ambiance, food and service were impeccable. The steak was perfect.
An incredible recommendation to both Grant and Sean the..."
2,Jane H,2,I was recommended this steakhouse by the concierge at my hotel. I was expecting an incredible meal judging by some of these reviews and from the recommendation itself. I was sorely disappointed and left hungry after spending £200. I chose the Porterhouse steak for two....
2,602libertadv,5,"It's a great place to have a delicious food! The staff can not be better, very friendly and gentle. They Help usted all the time, Genci speak a remarkable spanish, that was very helpful!
Try the sparagus and the wayun beef, the deserts are awesome!!!!..."
2,B8301YKdavidb,5,"I promised my friends a birthday dinner to what I consider to be the best Steak in NYC.  They had other favorites....

Our meal was private, upstairs and the service that Sean & Mark provided us was top notch  as I have come to expect..."
2,Lin201865,4,"I always go to the Benjamin Stake House whenever I travel to New York. I tried the Prime for the first time, loved atmosphere. More quiet and space between the tables, I could enjoy the conversation with my friends. Food were excellent, especially tartare! I..."
2,KATSUHIRO S,5,I love grilled steak here. This restaurant provides not only good steak and also some other dishes such as grilled tuna. I very love grilled tuna here. It’s excellent!
2,LiJo4145,5,My husband and I ate here and we were not disappointed.  The food was outstanding.  My husband and I shared several dished and when the entree arrived the waited split it at our table.  We ordered calamari as an appetizer and we were not disappointed...
2,alf49,5,"Excellent service, steaks that cound'nt be better, so juicy and tasty! Sure it's pricey but it's really worth it."
2,peterglad,5,"This Restaurant continues to excel in a city with many great steakhouses.  A terrific menu with outstanding selections - combined with always excellent service and friendly, welcoming management.  Highly recommended!"
2,caoh403,5,"I went to Benjamin Steakhouse Prime for the NYC restaurant week special lunch.

I had been to Benjamin Steakhouse at 41 St. (inside of Dylan Hotel) with my friend and his family about 5 years old. The restaurant was dark and cramped, we sat in..."
2,GuyB814,5,"Spent quite a bit of time selecting our choice for Last Nite in NY DINNER. 
Passed over some “Better Rated” locales to try this out. 
Never know till ya go , ya know ?
Well EVERYTHING about our experience was FABULOUS. 
ATMOSPHERE: Check. 
CHAMPAGNE :..."
2,AngelaHar,5,Birthday dinner at Benjamin Steakhouse Prime was great. First of all the waiters were extremely attentive. The steak was cooked to our liking and plenty of it. Didn’t even manage to eat it all. Would highly recommend this great place.
2,AnnetteMarie332,5,"My mom took my daughter, her friend, and me to NYC to celebrate their graduation from high school. We had a celebratory dinner at Benjamin Prime because Benjamin was booked. The hostess who took our reservation assured us that the food would be the same...."
2,Lovebug5332,5,"I am still raving about this place to family and friends because the food was amazing and the service was impeccable! 

I took my boyfriend here for a romantic birthday dinner as he is a steak lover whereas I am not. I was looking for..."
2,timbeard132,5,"On our last evening in New York, our hotel concierge recommended this restaurant for their steaks.  The porterhouse steak was perfection.  We could not have had a better experience for our last evening.  While the price is on the high side, it is well worth..."
2,benskie,5,"Went for lunch.  They do have a fixed price lunch menu and numerous other items suitable for lunch, but I went with my usual--steak, béarnaise and salad.  Prefer the porterhouse, but my wife wasn't that hungry and had the French onion soup and lobster roll..."
2,Anonthego,5,We dined here on a Saturday night . We were greeted and seated promptly . Try the love potion 21/3 . Ordered a salad and two steaks the bone in prime top and wagyu strip both delicious and prepared perfectly. Highly recommend this place if...
2,KevinS625,5,"I’ve had the pleasure to dine at Benjamin Steakhouse Prime on several occasions. The experience is always fabulous. This restaurant is simply the best steakhouse in Manhattan. I’ve dined in all of them before but Benjamin Prime is the best ever!
The food is always..."
2,Eforce1962,5,I went for lunch with a work associate.  The thing that stood out to me was how nice everyone is.  The waiters were super accommodating and could not make you feel any more comfortable.  We had the steak salad and frankly it was fantastic.  Coupled...
2,Steve F,5,We had a bunch of folks having everything from Steaks to Salads along with appetizers at a lunch meeting.  The staff is excellent along with the food.  Ask for some of their homemade potato chips.
2,KaPvacay,4,"Very good service, nice scallops and nice salad. Nice wine. My husband had soup which he said was nice and enjoyed his salad. $130"
2,gersonrdt,5,"This steak house very good , he meat has amazing flavour and seasoning, where there is no need to ask for a sauce , really good , I do recommend this restaurant.
Great selection of wines and cocktails."
2,ahmedeR58ML,5,"Top notch steak (both the sirloin and ribeye are world-class), stellar service, and great ambience. Ranks right up there with Keen's, Luger's, and other top steakhouses in NYC (and probably the world)."
2,MelanieW295,5,"We ate well with a rib-eye and salmon cooked to our specifications.
We shared sides of lobster mac and cheese with a crust and sharp, tangy cheeses, and smooth creamed spinach that completed our meal. The service was attentive and the atmosphere was comfortable."
2,556MartinD,5,"Our concierge recommended it, as we were asking for a place to enjoy late lunch. 
The restaurant was relatively empty and service was therefore excellent. 
We enjoyed the 3 course lunch menu for $39 per person, which is indeed good value. 
Pleasant atmosphere with true..."
2,MikeH136,5,"It was my wife’s birthday. We were recommended Benjamin Steakhouse Prime by the concierge at the Marriott Marquis. There were seven of us and from the time we stepped inside the restaurant to the time we left, we felt the hospitality of the staff. Our..."
2,Forger25,5,Benjamin Prime was recommended by our hotel when we asked where to go for a good steak. We were not disappointed but it was not only the steak that pleased. I am a lover of Lobster Bisque and when I spotted it on the menu...
2,Andrew P,1,"To put it simply, my girlfriend and I felt robbed after dining at Benjamin Prime tonight. The restaurant failed us on all accounts. Our waiter rushed us at every moment of our meal, even though the restaurant was 1/4 filled, this was an early pre-show..."
2,KBCCC,5,"If you’re in the mood to indulge and splurge, look no further than Benjamin Prime. An offshoot of the original Benjamin Steakhouse, this sleek, modern version has  best-in-class food and service. We enjoyed oysters oreganata, jumbo lump crab cocktail, Caesar salad, sirloin and rib eye..."
2,ericandcindyt,4,"Always a favorite of mine. The bone in steak for x people always the way to go! Come hungry - there is no eating light.   Dry simple, traditional menu. Love the traditional “business dinner” atmosphere - dim lit; table cloths. Great service. Expensive, but always..."
2,MBM984,5,My husband and another couple had dinner recently at this restaurant and had an excellent experience.  We shared a porterhouse steak and it was some of the best beef we ever had.  The manager suggested the wine and it was an excellent Pinot noir.  The...
2,Sheryl O,5,We came to the Benjamin with our daughter who had dined there previously and recommended it highly.  It did not disappoint!  Our server Frankie was excellent.  My husband and daughter split the Caesar salad and the porter house for two and thoroughly enjoyed it.  I...
2,Paulsmi,2,"Over priced.  Wine, beer, steak lobster Mac and cheese all sub par. Also got order wrong.  Not much to say.  Don’t waste your money or time.  Much better steak places."
2,B1226ZBrobertb,4,This place is great.  The food is awesome.  The service amazing.  I will return.  The prices make it harder to return often but they are in line with other NYC steakhouses.  The porterhouse for two was amazing and we have leftovers!  The sautéed broccoli was...
2,Simmonc3,5,We booked a table at Benjamin's Prime several months ago as we knew we would be in NYC for valentines night 2018. When we arrived at the restaurant it was very noisy in the bar area but the team were expecting us and as soon...
2,Vidabr,1,"Sadly the place have great service , our table was well served ,but the meat I ordered is absolutely the answer for , “ WHAT IS THE PROBLEM?”
The fact u ask for meet not be medium , they don’t know what is the next..."
2,Ryanwasthere,5,"Not really a place to visit by yourself, pretty expensive, everything's a la carte and family style, and it's very noisy as it's mostly groups eating there. That being said, the food was fantastic and the service was exemplary. My steak was perfectly cooked and..."
2,Bubbles432013,5,"We had a small family gathering (9 adults) in a private wine room, (upper level) to celebrate a very special birthday. The ambiance, food, service, all exceptional. It’s a lovely setting; spacious, comfortable and we all enjoyed the music playlist! Service was very attentive; appeared..."
2,stevenm00001,5,"Was extremely impressed with the service, presentation and quality at this business dinner. With an extensive wine list to augment the excellent meat and seafood selections we both opted for the Colorado rack of lamb, which was expertly prepared and served with sautéed spinach and..."
2,maximlapo,5,"I was there with my family for the holidays. The meat is really tasty: we tried the filets and the lamb. The menu offers a wide choice. Desserts were also good. 
Service is very accurate and professional. Staff is nice and attentive. I would recommend..."
2,Viva_badabing_s,4,We went twice as a family during our stay around Christmas. We enjoyed a lot the steaks and the service. A great experience. The price are on the upper side.
2,PNMLAW,4,"Steak and sides were great.  Loud, crowded and hot restaurant.  Wait staff was attentive and hustled.  Had a show to go to and they got us in and out quickly.  I bet this steakhouse gets more national attention soon."
2,benskie,3,"Ate there on 12/28/Thu night at 745p.  Told to go up and check our coats and they'd get our table ready.  Coat check ran out of hangers and after standing for some time, someone else offered to take our coats and bring the check to..."
2,YOGAsylviac,4,"Visited on 27Dec. for a couple dinner. Comparing to Australian beef steak and high price no comparison But ok, we had porter house for 2, fried mushrooms and roasted potatoes plus Pinot Noir & shrimps As appetizers . Definitely a great experience 
Staff friendly and..."
2,D1457GYsteve,4,"Late lunch on 25th. 

A very pleasant cocktail bar and dining room. 

On arrival, staff too busy on phone to look up. 

We were 15m early. We were not offered a seat at the table or a seat at the bar. We sat at the..."
2,poppiesbrother,5,Had dinner here end of September to celebrate my partners birthday and everything was just perfect. Lovely large table with crisp white linen and highly polished cutlery and glassware. We had scallops to start with followed by the most amazing steak to share which was...
2,Visioninteraction,5,"Benjamin Prime was wonderful..in each and every way~!

In every way I felt cared for there..very much so..Right from the onset meet and greet, the lovely polite waiters, the friendly and welcoming Prime management.. Absolutely delicious cuisine, the BEST Salmon I have ever enjoyed.

Thank..."
